,name,course_interest,date,financial_support_self,geo_flex,result,self_development
1484,Konrad Mccready,Business,24/01/2019,Yes,Yes,Pass,Yes
1485,Mariele Steedman,Data,02/01/2019,Yes,No,Fail,Yes
1486,Ximenez Chippin,Engineering,03/01/2019,Yes,Yes,Pass,Yes
1487,Ruben Mccoy,Data,22/01/2019,Yes,Yes,Pass,Yes
1488,Sigrid Veitch,Engineering,02/01/2019,Yes,Yes,Pass,Yes
1489,Allegra Aspland,Data,02/01/2019,No,No,Fail,Yes
1490,Randall Waller,Data,16/01/2019,Yes,Yes,Pass,Yes
1491,Thomasine Poundford,Engineering,16/01/2019,Yes,Yes,Pass,Yes
1492,Kelley Bourgeois,Business,23/01/2019,Yes,Yes,Fail,Yes
1493,Anatole Peterffy,Engineering,16/01/2019,Yes,Yes,Pass,Yes
1494,Hinze Treat,Engineering,23/01/2019,Yes,Yes,Pass,Yes
1495,Linoel Fissenden,Business,17/01/2019,Yes,Yes,Pass,Yes
1496,Alexandro Guyan,Engineering,29/01/2019,Yes,Yes,Pass,Yes
1497,Konstantin Fusco,Business,09/01/2019,No,No,Fail,Yes
1498,Gardie Damsell,Engineering,29/01/2019,Yes,Yes,Fail,No
1499,Zoe Schlag,Data,24/01/2019,Yes,Yes,Pass,Yes
1500,Pyotr De Zuani,Data,09/01/2019,Yes,Yes,Pass,Yes
1501,Simon Murrey,Business,16/01/2019,Yes,Yes,Pass,Yes
1502,Thurston Venes,Business,24/01/2019,Yes,Yes,Pass,Yes
1503,Nanni Ashby,Engineering,03/01/2019,Yes,No,Fail,Yes
1504,Laetitia Poston,Engineering,09/01/2019,Yes,Yes,Pass,Yes
1505,Reinaldos Rayne,Data,17/01/2019,Yes,Yes,Pass,Yes
1506,Allen Edelman,Data,23/01/2019,Yes,Yes,Pass,Yes
1507,Cheston Ceillier,Engineering,10/01/2019,Yes,No,Fail,Yes
1508,Johnette Durrans,Engineering,22/01/2019,Yes,Yes,Pass,Yes
1509,Layne Le Fleming,Business,08/01/2019,Yes,Yes,Pass,Yes
1510,Zaccaria Bussons,Engineering,16/01/2019,No,Yes,Fail,No
1511,Sylvan Asher,Engineering,17/01/2019,Yes,Yes,Pass,Yes
1512,Georgie Perel,Engineering,17/01/2019,Yes,Yes,Pass,Yes
1513,Sully Rechert,Data,29/01/2019,Yes,Yes,Pass,Yes
1514,Royall Stirley,Engineering,30/01/2019,Yes,Yes,Pass,Yes
1515,Kellie Althorp,Data,15/01/2019,Yes,Yes,Pass,Yes
1516,Jorry Varley,Engineering,24/01/2019,Yes,Yes,Pass,Yes
1517,Bernadette Gerardi,Data,17/01/2019,Yes,Yes,Pass,Yes
1518,Hallie Robbeke,Business,24/01/2019,No,Yes,Fail,Yes
1519,Winnah Spooner,Engineering,23/01/2019,Yes,Yes,Pass,Yes
1520,Riccardo Oade,Data,29/01/2019,Yes,Yes,Fail,Yes
1521,Bettye Di Napoli,Engineering,23/01/2019,Yes,No,Fail,Yes
1522,Lutero Winning,Business,24/01/2019,Yes,No,Fail,Yes
1523,Gwyn Baversor,Engineering,03/01/2019,No,Yes,Fail,Yes
1524,Gilbertine Assaf,Engineering,03/01/2019,Yes,Yes,Pass,Yes
1525,Deni Roust,Business,30/01/2019,Yes,Yes,Pass,Yes
1526,Babita Heigho,Business,10/01/2019,No,Yes,Fail,Yes
1527,Candide Vannoort,Data,03/01/2019,Yes,Yes,Fail,No
1528,Sydney Renachowski,Engineering,09/01/2019,Yes,Yes,Fail,Yes
1529,Vince Scott,Data,10/01/2019,Yes,Yes,Pass,Yes
1530,Art Mitkin,Business,31/01/2019,Yes,No,Fail,Yes
1531,Trstram Goodyer,Engineering,16/01/2019,Yes,Yes,Fail,No
1532,Ronalda Richmond,Engineering,24/01/2019,Yes,Yes,Pass,Yes
1533,Sibley Addison,Engineering,31/01/2019,Yes,Yes,Pass,Yes
1534,Hi Tee,Engineering,30/01/2019,Yes,Yes,Pass,Yes
1535,Hi Tee,Engineering,30/01/2019,Yes,Yes,Pass,Yes
1536,Carey Severn,Business,29/01/2019,Yes,Yes,Pass,Yes
1537,Foss Darycott,Engineering,08/01/2019,Yes,Yes,Fail,Yes
1538,Leeland Looks,Business,03/01/2019,Yes,Yes,Pass,Yes
1539,Gelya Pyson,Business,17/01/2019,Yes,No,Fail,Yes
1540,Olia Meugens,Business,03/01/2019,Yes,Yes,Pass,Yes
1541,Theodosia Creenan,Data,16/01/2019,Yes,No,Fail,Yes
1542,Aida Bothams,Data,17/01/2019,Yes,Yes,Pass,Yes
1543,Onida Tregear,Data,22/01/2019,Yes,Yes,Pass,Yes
1544,Salomon Costellow,Engineering,29/01/2019,Yes,Yes,Pass,Yes
1545,Orion Ephgrave,Data,22/01/2019,No,Yes,Fail,Yes
1546,Quintus Penella,Business,15/01/2019,Yes,Yes,Pass,Yes
1547,Muffin Wigglesworth,Engineering,17/01/2019,Yes,Yes,Pass,Yes
1548,Agretha Deinert,Business,22/01/2019,Yes,Yes,Fail,No
1549,Aindrea Davio,Data,31/01/2019,Yes,Yes,Pass,Yes
1550,Burg Flipek,Business,08/01/2019,Yes,Yes,Pass,Yes
1551,Bary Boatman,Engineering,08/01/2019,Yes,Yes,Fail,Yes
1552,Ogdon Gonnelly,Engineering,03/01/2019,No,Yes,Fail,Yes
1553,Sybil Maydway,Data,24/01/2019,Yes,Yes,Pass,Yes
1554,Bart Godilington,Business,17/01/2019,Yes,Yes,Pass,Yes
1555,Jenda Fernandez,Engineering,30/01/2019,Yes,No,Fail,No
1556,Kiah Pittwood,Business,24/01/2019,Yes,Yes,Pass,Yes
1557,Stephan Jaxon,Engineering,10/01/2019,Yes,Yes,Pass,Yes
1558,Allianora Rowdell,Engineering,17/01/2019,Yes,Yes,Pass,Yes
1559,Orran Rofe,Business,09/01/2019,Yes,Yes,Pass,Yes
1560,Randy Semken,Data,17/01/2019,Yes,Yes,Pass,Yes
1561,Gaspard Alvaro,Engineering,22/01/2019,Yes,Yes,Fail,No
1562,Ricca Sowden,Data,16/01/2019,Yes,Yes,Fail,Yes
1563,Gardner Kienle,Engineering,09/01/2019,Yes,No,Fail,Yes
1564,Guillermo Riha,Engineering,15/01/2019,Yes,Yes,Pass,Yes
1565,Wakefield Jeves,Engineering,17/01/2019,Yes,Yes,Pass,Yes
1566,Craig Ferriby,Data,24/01/2019,Yes,Yes,Fail,No
1567,Katinka Macrow,Data,22/01/2019,Yes,Yes,Fail,Yes
1568,Mel Lafontaine,Data,24/01/2019,Yes,Yes,Pass,Yes
1569,Drona Lemonby,Business,16/01/2019,Yes,Yes,Pass,Yes
1570,Nettie Civitillo,Data,17/01/2019,Yes,Yes,Pass,Yes
1571,Kalli Mcgarrie,Engineering,29/01/2019,Yes,Yes,Pass,Yes
1572,Pascale Snelgrove,Business,23/01/2019,Yes,Yes,Pass,Yes
1573,Bernelle Longhorne,Engineering,23/01/2019,Yes,Yes,Pass,Yes
1574,Valeda Adshad,Business,08/01/2019,Yes,Yes,Pass,Yes
1575,Barnabas Crinion,Data,17/01/2019,Yes,Yes,Pass,Yes
1576,Wanids Simison,Business,15/01/2019,No,No,Fail,Yes
1577,Alexander Johnstone,Business,08/01/2019,Yes,Yes,Pass,Yes
1578,Aviva Duddan,Data,23/01/2019,Yes,Yes,Fail,Yes
1579,Tyrone Bailes,Business,30/01/2019,Yes,Yes,Pass,Yes
1580,Jena Attard,Business,08/01/2019,Yes,Yes,Fail,Yes
1581,Kylynn Jewes,Business,17/01/2019,Yes,Yes,Fail,No
1582,Daryle Janoch,Engineering,31/01/2019,Yes,Yes,Pass,Yes
1583,Ivory Linnemann,Data,22/01/2019,Yes,Yes,Pass,Yes
1584,Loy Mulvy,Engineering,30/01/2019,Yes,Yes,Pass,Yes
1585,Marlon Tomala,Data,24/01/2019,Yes,Yes,Fail,Yes
1586,Kincaid Osipov,Engineering,02/01/2019,Yes,Yes,Pass,Yes
1587,Kincaid Osipov,Engineering,02/01/2019,Yes,Yes,Pass,Yes
1588,Olin Gariff,Business,24/01/2019,Yes,Yes,Fail,Yes
1589,Reggie Lawlor,Engineering,08/01/2019,Yes,Yes,Pass,Yes
1590,Carlo Twining,Business,30/01/2019,No,Yes,Fail,No
1591,Farley Nuccitelli,Business,22/01/2019,Yes,Yes,Pass,Yes
1592,Wendy Ducastel,Engineering,23/01/2019,Yes,Yes,Pass,Yes
1593,Sal Curee,Business,09/01/2019,Yes,Yes,Pass,Yes
1594,Gayel Meineking,Business,29/01/2019,Yes,Yes,Pass,Yes
1595,Gerhard Mcgrath,Business,31/01/2019,Yes,Yes,Pass,Yes
1596,Ced Danielut,Engineering,22/01/2019,Yes,Yes,Pass,Yes
1597,Cory Greene,Data,16/01/2019,Yes,Yes,Pass,Yes
1598,Archaimbaud Buller,Business,17/01/2019,No,Yes,Fail,Yes
1599,Abbe Hanny,Data,26/03/2019,Yes,Yes,Pass,Yes
1600,Eimile Pincott,Engineering,12/03/2019,Yes,Yes,Pass,Yes
1601,Constancia Tesauro,Data,06/03/2019,Yes,Yes,Pass,Yes
1602,Cordey Rigardeau,Business,28/03/2019,Yes,Yes,Pass,Yes
1603,Gun Cargill,Business,21/03/2019,Yes,Yes,Pass,Yes
1604,Tonia Goodie,Data,19/03/2019,Yes,Yes,Pass,Yes
1605,Christyna Thirlwell,Business,07/03/2019,Yes,Yes,Pass,Yes
1606,Henrik Mott,Engineering,19/03/2019,Yes,Yes,Pass,Yes
1607,Romeo Roache,Business,28/03/2019,Yes,Yes,Pass,Yes
1608,Ken Gotter,Business,21/03/2019,Yes,Yes,Pass,Yes
1609,Ken Gotter,Business,21/03/2019,Yes,Yes,Pass,Yes
1610,Kiele Letford,Engineering,12/03/2019,Yes,Yes,Pass,Yes
1611,Harrison Macnamee,Business,12/03/2019,Yes,Yes,Pass,Yes
1612,Bunni Locard,Engineering,28/03/2019,Yes,Yes,Pass,Yes
1613,Farley Hearnes,Engineering,20/03/2019,No,Yes,Fail,Yes
1614,Anica Vallis,Data,26/03/2019,Yes,Yes,Pass,Yes
1615,Willy Murphey,Engineering,19/03/2019,Yes,Yes,Pass,Yes
1616,Randee Mackison,Engineering,07/03/2019,Yes,No,Fail,Yes
1617,Franciskus Lethardy,Business,27/03/2019,Yes,Yes,Pass,Yes
1618,Lilian Eyer,Engineering,06/03/2019,Yes,Yes,Pass,Yes
1619,Roselia Tanswell,Data,13/03/2019,Yes,Yes,Pass,Yes
1620,Ingelbert Fri,Data,07/03/2019,Yes,Yes,Pass,Yes
1621,Corrie Duiguid,Data,20/03/2019,Yes,Yes,Pass,Yes
1622,Frankie Mabee,Business,27/03/2019,Yes,Yes,Pass,Yes
1623,Stefan Insley,Engineering,13/03/2019,Yes,Yes,Pass,Yes
1624,Zacharias Arnauduc,Business,07/03/2019,No,Yes,Fail,No
1625,Quinton Kuhnt,Business,26/03/2019,Yes,Yes,Pass,Yes
1626,Ferdie Glyne,Data,27/03/2019,Yes,Yes,Pass,Yes
1627,Rhonda Revance,Engineering,07/03/2019,Yes,Yes,Pass,Yes
1628,Bary Brambley,Data,07/03/2019,No,Yes,Fail,Yes
1629,Jeromy Mebius,Business,19/03/2019,Yes,Yes,Fail,Yes
1630,Gavin Sides,Business,26/03/2019,Yes,Yes,Fail,No
1631,Audi Westmacott,Business,07/03/2019,Yes,Yes,Pass,Yes
1632,Burtie Irnys,Data,20/03/2019,No,No,Fail,Yes
1633,Eliot Frank,Business,19/03/2019,Yes,Yes,Pass,Yes
1634,Neall Stuehmeyer,Data,06/03/2019,Yes,Yes,Fail,No
1635,Penni Grioli,Data,05/03/2019,Yes,Yes,Pass,Yes
1636,Joletta Matzaitis,Business,20/03/2019,Yes,Yes,Pass,Yes
1637,Ofelia Helm,Business,20/03/2019,Yes,Yes,Pass,Yes
1638,Anselm Marrow,Engineering,14/03/2019,Yes,Yes,Fail,Yes
1639,Farris Gogerty,Engineering,06/03/2019,Yes,Yes,Pass,Yes
1640,Honoria Staziker,Engineering,07/03/2019,Yes,Yes,Pass,Yes
1641,Angeline Rewbottom,Engineering,12/03/2019,Yes,No,Fail,Yes
1642,Alan Heald,Engineering,28/03/2019,Yes,Yes,Pass,Yes
1643,Sholom Banting,Engineering,20/03/2019,Yes,Yes,Pass,Yes
1644,Tonia Oakes,Engineering,12/03/2019,Yes,Yes,Pass,Yes
1645,Delmore O'Loinn,Business,13/03/2019,No,Yes,Fail,No
1646,Vale Fishbie,Engineering,05/03/2019,Yes,Yes,Pass,Yes
1647,Heindrick Keay,Engineering,07/03/2019,Yes,No,Fail,Yes
1648,Nikoletta Mccaffrey,Business,06/03/2019,No,Yes,Fail,Yes
1649,Roze Somerbell,Business,28/03/2019,Yes,Yes,Pass,Yes
1650,Ganny Brumham,Data,19/03/2019,Yes,Yes,Pass,Yes
1651,Hamilton Godbehere,Engineering,20/03/2019,Yes,Yes,Pass,Yes
1652,Olivia Dobrowski,Data,06/03/2019,Yes,Yes,Pass,Yes
1653,Gabie Maletratt,Business,05/03/2019,Yes,No,Fail,Yes
1654,Jeniece Petty,Data,12/03/2019,Yes,Yes,Pass,Yes
1655,Ezequiel Gutch,Data,28/03/2019,Yes,Yes,Pass,Yes
1656,Vinnie Gimbrett,Data,05/03/2019,Yes,Yes,Fail,Yes
1657,Britte Kelleway,Engineering,21/03/2019,Yes,Yes,Pass,Yes
1658,Laural O'Teague,Engineering,13/03/2019,No,Yes,Fail,Yes
1659,Vanda Boate,Engineering,05/03/2019,Yes,Yes,Pass,Yes
1660,Verne Francescuzzi,Business,07/03/2019,Yes,Yes,Pass,Yes
1661,Gasparo Overill,Data,27/03/2019,Yes,Yes,Pass,Yes
1662,Lyndsie Bailles,Business,13/03/2019,Yes,Yes,Pass,Yes
1663,Tyson Spyby,Engineering,21/03/2019,No,Yes,Fail,No
1664,Callie Glasscock,Business,05/03/2019,Yes,Yes,Pass,Yes
1665,Cassondra Triplet,Engineering,13/03/2019,Yes,Yes,Pass,Yes
1666,Dix Dinan,Data,06/03/2019,Yes,Yes,Pass,Yes
1667,Umeko Sydall,Engineering,13/03/2019,No,Yes,Fail,Yes
1668,Darb Heinssen,Business,27/03/2019,Yes,No,Fail,Yes
1669,Tildi Dallicoat,Business,12/03/2019,Yes,Yes,Pass,Yes
1670,Chancey Morey,Business,28/03/2019,Yes,Yes,Pass,Yes
1671,Lisha Keaveny,Data,12/03/2019,Yes,No,Fail,Yes
1672,Cyrill Wilkison,Data,26/03/2019,Yes,Yes,Fail,No
1673,Ainslie Simeon,Engineering,07/03/2019,Yes,Yes,Pass,Yes
1674,Rhea Cleynman,Business,21/03/2019,Yes,Yes,Pass,Yes
1675,Cornelia Cowley,Business,14/03/2019,No,Yes,Fail,Yes
1676,Leonhard Filkin,Data,28/03/2019,Yes,Yes,Fail,Yes
1677,Mahala Benadette,Engineering,21/03/2019,Yes,No,Fail,Yes
1678,Halsy Hursthouse,Engineering,06/03/2019,Yes,Yes,Pass,Yes
1679,Inessa Mccurtin,Business,12/03/2019,Yes,No,Fail,Yes
1680,Nada Niese,Engineering,28/03/2019,No,Yes,Fail,No
1681,Eleonora Bleazard,Engineering,05/03/2019,Yes,Yes,Pass,Yes
1682,Latrina Shingler,Data,06/03/2019,Yes,Yes,Pass,Yes
1683,Zitella Hembery,Engineering,19/03/2019,Yes,Yes,Pass,Yes
1684,Elfreda Aburrow,Data,19/03/2019,Yes,Yes,Pass,Yes
1685,Xerxes Dobrowlski,Business,12/03/2019,No,Yes,Fail,Yes
1686,Isahella Haddleston,Data,28/03/2019,Yes,Yes,Fail,No
1687,Stephani Libby,Business,27/03/2019,Yes,No,Fail,Yes
1688,Bette-Ann Lemmers,Data,19/03/2019,No,No,Fail,Yes
1689,Romona Buye,Business,19/03/2019,Yes,Yes,Pass,Yes
1690,Whitney Woodger,Data,27/03/2019,Yes,Yes,Pass,Yes
1691,Carmelina Thorington,Data,19/03/2019,Yes,No,Fail,Yes
1692,Royal Lougheed,Engineering,21/03/2019,Yes,Yes,Pass,Yes
1693,Damaris Vallance,Data,13/03/2019,Yes,Yes,Pass,Yes
1694,Stacee Kidson,Data,21/03/2019,Yes,Yes,Pass,Yes
1695,Kial Gowdy,Data,06/03/2019,Yes,Yes,Pass,Yes
1696,Ernie Proschek,Business,28/03/2019,Yes,No,Fail,Yes
1697,Teodoor Fleay,Business,26/03/2019,Yes,Yes,Fail,No
1698,Lotte Witherop,Engineering,12/03/2019,Yes,Yes,Pass,Yes
1699,Kassia Wynch,Data,26/03/2019,Yes,Yes,Pass,Yes
1700,Lia Ginnaly,Data,21/03/2019,Yes,Yes,Pass,Yes
1701,Rozamond Wilton,Engineering,27/03/2019,Yes,Yes,Pass,Yes
1702,Michele Gonsalvo,Engineering,14/03/2019,Yes,Yes,Pass,Yes
1703,Betteann Bridgeland,Data,12/03/2019,Yes,Yes,Fail,No
1704,Aubert Cawtheray,Business,27/03/2019,Yes,Yes,Pass,Yes
1705,Yulma Kerrey,Business,20/03/2019,Yes,No,Fail,Yes
1706,Roxanna Rashleigh,Engineering,12/03/2019,Yes,Yes,Pass,Yes
1707,Tracey Spratley,Engineering,19/03/2019,Yes,Yes,Pass,Yes
1708,Anastasia Howsam,Engineering,05/03/2019,Yes,Yes,Fail,No
1709,Weylin Culpin,Business,05/03/2019,Yes,Yes,Pass,Yes
1710,Pepe Bendig,Engineering,21/03/2019,Yes,Yes,Pass,Yes
1711,Haskell Mcdonnell,Data,06/03/2019,Yes,Yes,Pass,Yes
1712,Avivah Lynas,Engineering,14/03/2019,Yes,Yes,Pass,Yes
1713,Aleece Addicott,Business,28/03/2019,Yes,Yes,Fail,Yes
1714,Aidan Elrick,Engineering,05/03/2019,No,Yes,Fail,Yes
1715,Aidan Elrick,Engineering,05/03/2019,No,Yes,Fail,Yes
1716,Hughie Yeliashev,Engineering,19/03/2019,Yes,Yes,Pass,Yes
1717,Elsa Hallgarth,Business,27/03/2019,Yes,Yes,Fail,Yes
1718,Evin Bennallck,Data,19/03/2019,Yes,Yes,Pass,Yes
1719,Elfreda Colomb,Data,06/03/2019,Yes,Yes,Pass,Yes
1720,Pam Hupka,Business,06/03/2019,Yes,Yes,Pass,Yes
1721,Michail Arkle,Business,07/03/2019,Yes,Yes,Fail,No
1722,Garth Messager,Data,12/03/2019,Yes,Yes,Pass,Yes
1723,Antoni Sparhawk,Engineering,13/03/2019,Yes,Yes,Pass,Yes
1724,Candida Chilley,Data,07/03/2019,Yes,Yes,Pass,Yes
1725,Eugenie Innocenti,Engineering,12/03/2019,Yes,Yes,Pass,Yes
1726,Almire Vautrey,Data,26/03/2019,Yes,No,Fail,Yes
1727,Welbie Curgenven,Data,05/03/2019,Yes,Yes,Pass,Yes
1728,Web Segrave,Business,27/03/2019,Yes,Yes,Pass,Yes
1729,Kellen Brocklebank,Data,06/03/2019,Yes,No,Fail,Yes
1730,Doralynne Torricina,Business,12/03/2019,Yes,Yes,Pass,Yes
1731,Cymbre Reuben,Business,20/03/2019,Yes,Yes,Pass,Yes
1732,Nicholas Welbeck,Engineering,21/03/2019,Yes,Yes,Pass,Yes
1733,Agosto Meaddowcroft,Business,05/03/2019,Yes,Yes,Pass,Yes
1734,Ezekiel Lemerie,Data,19/03/2019,Yes,Yes,Fail,No
1735,Tiphany Gribben,Business,05/03/2019,Yes,Yes,Pass,Yes
1736,Julina Hartles,Engineering,19/03/2019,Yes,No,Fail,Yes
1737,Ashley Fitzharris,Engineering,07/03/2019,Yes,No,Fail,Yes
1738,Sallie Mcnair,Data,21/03/2019,Yes,Yes,Pass,Yes
1739,Rudy Davidde,Business,26/03/2019,Yes,Yes,Pass,Yes
1740,Dyna Tallboy,Business,06/03/2019,Yes,No,Fail,No
1741,Vincenz Mcgeown,Business,06/03/2019,Yes,No,Fail,Yes
1742,Jeannette Bazelle,Data,14/03/2019,Yes,No,Fail,Yes
1743,Rennie Kennsley,Business,05/03/2019,Yes,Yes,Pass,Yes
1744,Corbie Hinchshaw,Business,20/03/2019,Yes,Yes,Pass,Yes
1745,Matthaeus Stickens,Engineering,05/03/2019,Yes,Yes,Pass,Yes
1746,Vinson Fooks,Business,06/03/2019,Yes,Yes,Pass,Yes
1747,Jacquelin Clampin,Engineering,05/03/2019,Yes,Yes,Pass,Yes
1748,Page Roubay,Engineering,07/03/2019,Yes,Yes,Fail,Yes
1749,Phylys Flory,Business,27/03/2019,No,Yes,Fail,Yes
1750,Raul Airlie,Business,26/03/2019,No,No,Fail,Yes
1751,Danella Munton,Business,07/03/2019,Yes,Yes,Fail,Yes
1752,Frannie Doby,Engineering,05/03/2019,Yes,Yes,Pass,Yes
1753,Zonda Babbidge,Business,07/03/2019,Yes,Yes,Pass,Yes
1754,Cleve Craigs,Data,26/03/2019,No,Yes,Fail,No
1755,Micky Mccaskell,Business,06/03/2019,No,Yes,Fail,Yes
1756,Jesse Tiron,Business,05/03/2019,Yes,Yes,Pass,Yes
1757,Keeley Osburn,Engineering,27/03/2019,Yes,Yes,Fail,Yes
1758,Woodie Reely,Business,20/03/2019,Yes,Yes,Pass,Yes
1759,Shelia Beadles,Engineering,21/03/2019,Yes,Yes,Pass,Yes
1760,Charo Lorent,Business,27/03/2019,Yes,Yes,Pass,Yes
1761,Cary Edwicke,Engineering,28/03/2019,Yes,Yes,Pass,Yes
1762,Randi Tomkowicz,Engineering,20/03/2019,Yes,Yes,Pass,Yes
1763,Stacey De Vuyst,Business,27/03/2019,Yes,Yes,Pass,Yes
1764,Gayle Vinsen,Business,06/03/2019,Yes,Yes,Pass,Yes
1765,Myrlene Olyfant,Business,27/03/2019,Yes,Yes,Pass,Yes
1766,Karina Andrejevic,Data,13/03/2019,Yes,No,Fail,No
1767,Sher Biesinger,Engineering,19/03/2019,Yes,Yes,Pass,Yes
1768,Gladys Roote,Business,06/03/2019,Yes,Yes,Pass,Yes
1769,Sheffield Furzer,Engineering,19/03/2019,Yes,Yes,Pass,Yes
1770,Danielle Absolom,Engineering,19/03/2019,Yes,Yes,Pass,Yes
1771,Fowler Crewdson,Business,12/03/2019,Yes,Yes,Pass,Yes
1772,Kaylil Gissing,Business,13/03/2019,Yes,Yes,Fail,No
1773,Johnny Shea,Business,05/03/2019,Yes,Yes,Pass,Yes
1774,Jill Pawelec,Engineering,26/03/2019,Yes,Yes,Fail,Yes
1775,Olenolin Wressell,Data,26/03/2019,Yes,No,Fail,No
1776,Lelah Nisot,Data,21/03/2019,Yes,Yes,Pass,Yes
1777,Durant Dell 'Orto,Data,28/03/2019,Yes,Yes,Fail,Yes
1778,Gabby Neilson,Engineering,13//03/2019,Yes,Yes,Pass,Yes
1779,Tobi Short,Data,06/03/2019,Yes,Yes,Pass,Yes
1780,Riannon Sibylla,Engineering,20/03/2019,Yes,Yes,Pass,Yes
1781,Tommie Hammerman,Engineering,19/03/2019,No,Yes,Fail,Yes
1782,Anton Isaacs,Data,13/03/2019,Yes,Yes,Fail,Yes
1783,Winne Kelloch,Engineering,13/03/2019,Yes,No,Fail,Yes
1784,Althea Kopelman,Engineering,26/03/2019,Yes,Yes,Pass,Yes
1785,Barde Mcgeneay,Business,14/03/2019,Yes,Yes,Fail,Yes
1786,Reg Mcreynold,Data,05/03/2019,Yes,Yes,Pass,Yes
1787,Ania Silver,Engineering,19/03/2019,Yes,No,Fail,Yes
1788,Chilton Fridaye,Business,07/03/2019,Yes,No,Fail,Yes
1789,Gae Crutch,Business,07/03/2019,Yes,Yes,Pass,Yes
1790,Port Taylot,Business,21/03/2019,No,Yes,Fail,Yes
1791,Cirilo Worley,Engineering,14/03/2019,Yes,Yes,Pass,Yes
1792,Amelina Posnett,Business,19/03/2019,Yes,Yes,Fail,No
1793,Regan Dyball,Engineering,27/03/2019,Yes,Yes,Pass,Yes
1794,Frazer Trahmel,Data,14/03/2019,Yes,Yes,Fail,Yes
1795,Ashley Fudge,Engineering,19/03/2019,Yes,Yes,Pass,Yes
1796,Cherianne Raddon,Data,06/03/2019,Yes,Yes,Pass,Yes
1797,Cybil Mandrake,Data,27/03/2019,Yes,Yes,Pass,Yes
1798,Deerdre Mussard,Data,05/03/2019,No,Yes,Fail,Yes
1799,Nadia Wheelton,Data,19/03/2019,Yes,Yes,Pass,Yes
1800,Bella Tarbox,Engineering,12/03/2019,Yes,Yes,Pass,Yes
1801,Agustin Craine,Data,21/03/2019,Yes,Yes,Pass,Yes
1802,Allene Hand,Business,13/03/2019,Yes,Yes,Pass,Yes
1803,Gearard Slegg,Business,19/03/2019,Yes,Yes,Pass,Yes
1804,Dick Rubinshtein,Engineering,19/03/2019,No,Yes,Fail,Yes
1805,Dick Rubinshtein,Engineering,19/03/2019,No,Yes,Fail,Yes
1806,Phineas Purton,Engineering,05/03/2019,No,Yes,Fail,Yes
1807,Carly Rogge,Engineering,28/03/2019,Yes,Yes,Pass,Yes
1808,Gaylord Alleway,Engineering,06/03/2019,Yes,Yes,Pass,Yes
1809,Dre Southerton,Data,26/03/2019,No,Yes,Fail,Yes
1810,Mame Kneaphsey,Business,28/03/2019,Yes,Yes,Pass,Yes
1811,Elfrida Enden,Engineering,13/03/2019,Yes,Yes,Pass,Yes
1812,Rustie Cormode,Engineering,13/03/2019,Yes,Yes,Pass,Yes
1813,Quincey Gayle,Engineering,20/03/2019,Yes,Yes,Pass,Yes
1814,Rosita Cabel,Data,07/03/2019,Yes,Yes,Pass,Yes
1815,Des Tomovic,Business,13/03/2019,No,Yes,Fail,Yes
1816,Artair Rois,Engineering,20/03/2019,Yes,Yes,Pass,Yes
1817,Glenn Coaker,Engineering,28/03/2019,Yes,Yes,Pass,Yes
1818,Artair Cartman,Engineering,19/03/2019,Yes,Yes,Pass,Yes
1819,Lynea Heustice,Business,06/03/2019,Yes,Yes,Pass,Yes
1820,Neal Ginglell,Engineering,26/03/2019,Yes,Yes,Pass,Yes
1821,Cello Durrand,Business,12/03/2019,Yes,No,Fail,Yes
1822,Yance Grenfell,Business,28/03/2019,Yes,Yes,Fail,Yes
1823,L;Urette Daveley,Engineering,12/03/2019,Yes,Yes,Pass,Yes
1824,Rozanne Burhouse,Data,27/03/2019,Yes,No,Fail,Yes
1825,Emily Yon,Business,26/03/2019,Yes,Yes,Fail,No
1826,Emily Yon,Business,26/03/2019,Yes,Yes,Fail,No
1827,Lemmie Wylam,Business,07/03/2019,No,Yes,Fail,Yes
1828,Mattias Blanpein,Business,19/03/2019,Yes,Yes,Fail,Yes
1829,Adelbert Verrick,Business,27/03/2019,Yes,Yes,Pass,Yes
1830,Jaymee Riden,Engineering,19/03/2019,Yes,Yes,Pass,Yes
1831,Melinda Ocklin,Data,21/03/2019,Yes,Yes,Pass,Yes
1832,Estele Prester,Business,20/03/2019,Yes,Yes,Pass,Yes
1833,Stern Ashfull,Business,13/03/2019,Yes,Yes,Pass,Yes
1834,Franzen Iddy,Engineering,20/03/2019,Yes,Yes,Pass,Yes
1835,Ashlie Siveter,Data,26/03/2019,Yes,Yes,Pass,Yes
1836,Maxwell Fadell,Engineering,26/03/2019,Yes,Yes,Pass,Yes
1837,Ofelia Crow,Data,28/03/2019,Yes,Yes,Pass,Yes
1838,Neely Aleksich,Engineering,28/03/2019,Yes,Yes,Fail,No
1839,Hobart Caldeyroux,Business,26/03/2019,Yes,Yes,Pass,Yes
1840,Jeffy Dudding,Data,13/03/2019,Yes,Yes,Pass,Yes
1841,Lauren Bister,Business,20/03/2019,Yes,Yes,Pass,Yes
1842,Bowie Nolton,Data,07/03/2019,Yes,Yes,Pass,Yes
1843,Maurine Vedenyakin,Data,13/03/2019,No,Yes,Fail,No
1844,Vannie Hounsome,Data,05/03/2019,No,Yes,Fail,Yes
1845,Tye Klejna,Engineering,21/05/2019,Yes,Yes,Fail,No
1846,Katya Curtois,Engineering,21/05/2019,Yes,Yes,Pass,Yes
