,name,status,workstream_name,trainer,Analytic_W1,Independent_W1,Determined_W1,Professional_W1,Studious_W1,Imaginative_W1,Analytic_W2,Independent_W2,Determined_W2,Professional_W2,Studious_W2,Imaginative_W2,Analytic_W3,Independent_W3,Determined_W3,Professional_W3,Studious_W3,Imaginative_W3,Analytic_W4,Independent_W4,Determined_W4,Professional_W4,Studious_W4,Imaginative_W4,Analytic_W5,Independent_W5,Determined_W5,Professional_W5,Studious_W5,Imaginative_W5,Analytic_W6,Independent_W6,Determined_W6,Professional_W6,Studious_W6,Imaginative_W6,Analytic_W7,Independent_W7,Determined_W7,Professional_W7,Studious_W7,Imaginative_W7,Analytic_W8,Independent_W8,Determined_W8,Professional_W8,Studious_W8,Imaginative_W8,Analytic_W9,Independent_W9,Determined_W9,Professional_W9,Studious_W9,Imaginative_W9,Analytic_W10,Independent_W10,Determined_W10,Professional_W10,Studious_W10,Imaginative_W10
233,Othilia Hutton,Completed Training,Data 37,Edward Reinhart,1,4,1,4,4,2,1.0,3.0,6.0,3.0,2.0,6.0,2.0,1.0,4.0,2.0,1.0,2.0,5.0,6.0,6.0,6.0,8.0,7.0,3.0,8.0,4.0,8.0,4.0,5.0,8.0,6.0,6.0,4.0,3.0,4.0,6.0,8.0,5.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,3.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
234,Lindon Mee,Completed Training,Data 37,Edward Reinhart,1,1,1,5,4,2,2.0,5.0,1.0,5.0,2.0,3.0,5.0,6.0,5.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,8.0,6.0,6.0,5.0,7.0,8.0,8.0,7.0,5.0,3.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,4.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
235,Danella Leisk,Completed Training,Data 37,Edward Reinhart,3,4,2,4,3,2,5.0,5.0,4.0,3.0,1.0,2.0,5.0,4.0,2.0,3.0,4.0,5.0,8.0,5.0,5.0,8.0,7.0,3.0,5.0,3.0,6.0,8.0,4.0,4.0,4.0,7.0,5.0,6.0,7.0,8.0,8.0,7.0,5.0,5.0,8.0,5.0,6.0,7.0,8.0,5.0,8.0,7.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0
236,Waylan Gors,Completed Training,Data 37,Edward Reinhart,5,4,1,7,2,1,1.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,7.0,6.0,8.0,4.0,4.0,5.0,5.0,8.0,8.0,4.0,6.0,6.0,3.0,8.0,7.0,8.0,5.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0
237,Gisela Andrea,Completed Training,Data 37,Edward Reinhart,2,3,3,3,1,5,2.0,5.0,2.0,5.0,2.0,4.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,5.0,5.0,6.0,6.0,5.0,7.0,2.0,5.0,5.0,7.0,5.0,8.0,8.0,8.0,4.0,5.0,8.0,4.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,3.0,8.0,6.0,8.0,6.0,8.0,7.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0
238,Augusta Gilfoy,Completed Training,Data 37,Edward Reinhart,4,6,3,3,2,1,2.0,3.0,2.0,6.0,4.0,3.0,4.0,2.0,1.0,1.0,7.0,2.0,8.0,8.0,8.0,5.0,4.0,6.0,5.0,8.0,2.0,1.0,7.0,8.0,6.0,6.0,5.0,7.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,4.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0
239,Pier Spatig,Discontinued From Course,Data 37,Edward Reinhart,1,5,4,3,1,1,1.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,Brenna Mcgroarty,Completed Training,Data 37,Edward Reinhart,2,6,2,1,1,1,3.0,2.0,5.0,4.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,4.0,6.0,6.0,7.0,5.0,8.0,8.0,2.0,7.0,3.0,5.0,8.0,8.0,8.0,5.0,7.0,8.0,7.0,2.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0
241,Susannah Bengough,Completed Training,Data 38,John Sandbox,2,4,5,3,6,1,1.0,1.0,1.0,5.0,6.0,2.0,2.0,2.0,4.0,3.0,6.0,8.0,5.0,2.0,3.0,5.0,5.0,8.0,5.0,3.0,1.0,6.0,6.0,3.0,7.0,8.0,4.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
242,Madison Getch,Completed Training,Data 38,John Sandbox,4,4,1,1,2,4,1.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,6.0,2.0,6.0,4.0,7.0,6.0,5.0,6.0,6.0,5.0,5.0,8.0,6.0,7.0,7.0,4.0,7.0,2.0,6.0,7.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,5.0,8.0,,,,,,,,,,,,
243,Leicester Banker,Completed Training,Data 38,John Sandbox,3,6,4,2,4,5,3.0,7.0,4.0,1.0,1.0,5.0,5.0,3.0,5.0,1.0,7.0,3.0,1.0,4.0,7.0,4.0,6.0,8.0,8.0,3.0,4.0,8.0,8.0,5.0,7.0,7.0,2.0,6.0,6.0,8.0,6.0,8.0,4.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,3.0,,,,,,,,,,,,
244,Murvyn Aers,Completed Training,Data 38,John Sandbox,4,4,4,3,5,2,1.0,1.0,4.0,7.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,2.0,6.0,7.0,4.0,7.0,8.0,4.0,6.0,5.0,6.0,8.0,6.0,8.0,5.0,4.0,6.0,6.0,6.0,8.0,7.0,7.0,8.0,6.0,7.0,8.0,8.0,6.0,6.0,5.0,8.0,8.0,,,,,,,,,,,,
245,Morley Battell,Completed Training,Data 38,John Sandbox,5,1,3,2,4,3,5.0,1.0,5.0,2.0,3.0,3.0,1.0,6.0,2.0,3.0,2.0,1.0,8.0,8.0,6.0,4.0,4.0,7.0,8.0,5.0,6.0,7.0,1.0,7.0,8.0,5.0,8.0,5.0,5.0,4.0,8.0,5.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,3.0,8.0,6.0,,,,,,,,,,,,
246,Juliane Jacobssen,Completed Training,Data 38,John Sandbox,5,6,1,5,2,4,5.0,3.0,5.0,8.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,4.0,3.0,7.0,6.0,6.0,8.0,2.0,3.0,4.0,1.0,3.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,8.0,4.0,4.0,8.0,8.0,6.0,8.0,8.0,6.0,8.0,2.0,,,,,,,,,,,,
247,Teirtza Docharty,Discontinued From Course,Data 38,John Sandbox,3,1,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,Arny Dobrowolny,Completed Training,Data 38,John Sandbox,6,1,1,3,1,2,2.0,3.0,1.0,3.0,2.0,3.0,8.0,4.0,4.0,3.0,4.0,2.0,7.0,4.0,6.0,8.0,7.0,4.0,4.0,5.0,8.0,8.0,4.0,6.0,6.0,5.0,4.0,6.0,6.0,6.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
249,Derby Mcglashan,Completed Training,Data 38,John Sandbox,5,1,3,4,1,2,2.0,7.0,2.0,2.0,3.0,2.0,2.0,6.0,4.0,1.0,4.0,5.0,5.0,6.0,8.0,4.0,7.0,4.0,8.0,8.0,8.0,3.0,3.0,6.0,2.0,5.0,8.0,6.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
250,Sharron Starling,Discontinued From Course,Data 38,John Sandbox,3,5,4,1,2,1,1.0,3.0,1.0,6.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Amalea Harrell,Discontinued From Course,Data 38,John Sandbox,2,3,1,6,5,1,3.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Finn Maasze,Completed Training,Data 38,John Sandbox,5,3,5,3,2,2,1.0,1.0,3.0,1.0,1.0,5.0,7.0,3.0,3.0,1.0,2.0,2.0,8.0,7.0,5.0,6.0,4.0,7.0,4.0,6.0,6.0,5.0,6.0,7.0,3.0,3.0,7.0,4.0,3.0,8.0,8.0,8.0,7.0,8.0,4.0,8.0,8.0,7.0,3.0,8.0,8.0,7.0,,,,,,,,,,,,
253,Gianina Wandless,Completed Training,Data 39,Trixie Orange,3,1,8,4,4,1,4.0,1.0,5.0,3.0,1.0,3.0,5.0,5.0,3.0,2.0,2.0,3.0,5.0,6.0,6.0,6.0,2.0,8.0,3.0,3.0,4.0,8.0,5.0,6.0,8.0,6.0,4.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,7.0,8.0,,,,,,,,,,,,
254,Kaitlyn Chagg,Completed Training,Data 39,Trixie Orange,1,4,2,1,3,3,2.0,4.0,4.0,2.0,3.0,5.0,2.0,7.0,2.0,3.0,2.0,2.0,4.0,6.0,6.0,6.0,1.0,5.0,3.0,8.0,5.0,4.0,8.0,6.0,5.0,6.0,1.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,5.0,8.0,8.0,,,,,,,,,,,,
255,Scotti Bromfield,Completed Training,Data 39,Trixie Orange,1,1,2,6,2,6,3.0,7.0,1.0,3.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,5.0,6.0,4.0,5.0,8.0,3.0,5.0,8.0,3.0,7.0,4.0,5.0,4.0,3.0,7.0,7.0,2.0,8.0,8.0,1.0,8.0,8.0,7.0,8.0,6.0,8.0,7.0,8.0,8.0,4.0,8.0,,,,,,,,,,,,
256,Genovera Mattek,Completed Training,Data 39,Trixie Orange,3,3,3,1,5,2,2.0,7.0,1.0,2.0,8.0,1.0,3.0,2.0,2.0,3.0,1.0,4.0,7.0,6.0,5.0,3.0,5.0,6.0,4.0,8.0,2.0,4.0,5.0,8.0,8.0,7.0,4.0,6.0,1.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,6.0,6.0,4.0,6.0,8.0,8.0,,,,,,,,,,,,
257,Yorgos O'Rourke,Completed Training,Data 39,Trixie Orange,1,6,3,5,2,5,1.0,3.0,4.0,3.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0,1.0,8.0,6.0,7.0,8.0,6.0,4.0,8.0,7.0,6.0,8.0,6.0,7.0,6.0,5.0,1.0,2.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
258,Sigrid Veitch,Completed Training,Engineering 17,Eshal Brandt,4,4,3,6,2,2,4.0,1.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,6.0,3.0,7.0,7.0,4.0,2.0,2.0,5.0,8.0,4.0,6.0,5.0,4.0,5.0,7.0,8.0,8.0,4.0,8.0,3.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,6.0,8.0,8.0,6.0,8.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0
259,Rodrick Henworth,Completed Training,Engineering 17,Eshal Brandt,4,4,3,3,1,4,1.0,1.0,4.0,5.0,4.0,4.0,1.0,3.0,3.0,5.0,2.0,3.0,5.0,8.0,4.0,2.0,5.0,6.0,6.0,5.0,5.0,8.0,5.0,5.0,8.0,8.0,5.0,7.0,3.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,7.0,8.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0
260,Reggie Lawlor,Completed Training,Engineering 17,Eshal Brandt,5,2,5,3,3,6,4.0,2.0,1.0,5.0,2.0,1.0,5.0,1.0,3.0,5.0,5.0,5.0,6.0,8.0,8.0,7.0,6.0,7.0,8.0,2.0,8.0,6.0,7.0,5.0,6.0,5.0,6.0,3.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
261,Thornton Thuillier,Completed Training,Engineering 17,Eshal Brandt,3,5,4,5,2,1,1.0,2.0,1.0,3.0,1.0,5.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,7.0,4.0,4.0,8.0,5.0,4.0,8.0,8.0,1.0,6.0,5.0,4.0,5.0,7.0,6.0,8.0,8.0,5.0,7.0,8.0,8.0,6.0,2.0,6.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0
262,Thomasine Poundford,Completed Training,Engineering 17,Eshal Brandt,3,2,4,1,2,5,2.0,2.0,6.0,1.0,1.0,4.0,2.0,3.0,6.0,7.0,5.0,1.0,5.0,5.0,6.0,8.0,4.0,8.0,3.0,8.0,8.0,8.0,8.0,2.0,8.0,3.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
263,Wakefield Jeves,Completed Training,Engineering 17,Eshal Brandt,1,5,5,4,1,3,4.0,4.0,3.0,2.0,3.0,6.0,2.0,4.0,1.0,4.0,6.0,4.0,8.0,8.0,6.0,4.0,8.0,7.0,7.0,4.0,8.0,4.0,8.0,7.0,8.0,8.0,3.0,2.0,6.0,7.0,8.0,5.0,8.0,3.0,5.0,7.0,8.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,3.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
264,Ced Danielut,Completed Training,Engineering 17,Eshal Brandt,5,2,3,3,2,5,3.0,3.0,1.0,2.0,3.0,4.0,1.0,5.0,1.0,2.0,4.0,6.0,5.0,8.0,7.0,7.0,7.0,1.0,8.0,2.0,8.0,6.0,7.0,8.0,5.0,5.0,4.0,6.0,4.0,5.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,5.0,6.0,6.0,8.0,5.0,8.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
265,Austin Brister,Completed Training,Engineering 17,Eshal Brandt,2,1,3,2,4,3,3.0,1.0,2.0,5.0,2.0,4.0,4.0,1.0,2.0,4.0,4.0,7.0,3.0,8.0,2.0,6.0,8.0,4.0,8.0,7.0,8.0,5.0,6.0,7.0,5.0,2.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,6.0,6.0,2.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
266,Windham Biagi,Discontinued From Course,Engineering 17,Eshal Brandt,6,3,4,7,3,3,2.0,2.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Wendy Ducastel,Completed Training,Engineering 17,Eshal Brandt,1,1,1,1,5,6,3.0,2.0,5.0,2.0,2.0,1.0,4.0,3.0,3.0,2.0,4.0,7.0,8.0,3.0,8.0,7.0,8.0,8.0,7.0,1.0,7.0,6.0,7.0,5.0,7.0,7.0,7.0,6.0,7.0,5.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
268,Daryle Janoch,Completed Training,Engineering 17,Eshal Brandt,6,1,3,3,5,1,4.0,2.0,4.0,1.0,8.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,6.0,7.0,1.0,3.0,5.0,5.0,5.0,5.0,8.0,6.0,4.0,8.0,8.0,6.0,4.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
269,Aluino Sainter,Completed Training,Engineering 17,Eshal Brandt,3,3,5,4,1,2,3.0,5.0,5.0,3.0,1.0,3.0,1.0,2.0,4.0,1.0,8.0,3.0,5.0,6.0,4.0,5.0,6.0,1.0,7.0,3.0,4.0,5.0,6.0,7.0,6.0,4.0,4.0,3.0,4.0,4.0,8.0,8.0,4.0,8.0,7.0,8.0,5.0,7.0,7.0,4.0,8.0,3.0,8.0,8.0,7.0,8.0,7.0,3.0,8.0,8.0,8.0,8.0,8.0,7.0
270,Magda Mckirton,Completed Training,Engineering 17,Eshal Brandt,4,4,3,2,2,2,2.0,2.0,1.0,5.0,5.0,1.0,4.0,2.0,2.0,4.0,3.0,4.0,7.0,6.0,5.0,3.0,3.0,8.0,5.0,3.0,8.0,3.0,6.0,6.0,8.0,7.0,4.0,6.0,6.0,6.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
271,Caryn Adriaan,Completed Training,Engineering 17,Eshal Brandt,3,1,1,3,4,5,2.0,4.0,6.0,1.0,2.0,2.0,4.0,5.0,3.0,6.0,3.0,3.0,2.0,5.0,4.0,7.0,7.0,4.0,5.0,8.0,8.0,8.0,7.0,4.0,8.0,5.0,7.0,8.0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0
272,Redd Jurges,Completed Training,Engineering 18,Macey Broughton,1,8,2,2,2,4,2.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,1.0,3.0,8.0,4.0,6.0,8.0,7.0,7.0,7.0,3.0,3.0,8.0,8.0,5.0,1.0,5.0,3.0,8.0,6.0,7.0,8.0,6.0,8.0,8.0,8.0,5.0,7.0,3.0,7.0,8.0,6.0,8.0,,,,,,,,,,,,
273,Fabian Exell,Completed Training,Engineering 18,Macey Broughton,2,6,3,6,3,1,3.0,3.0,3.0,1.0,6.0,6.0,5.0,4.0,4.0,6.0,1.0,1.0,6.0,8.0,5.0,8.0,5.0,7.0,2.0,8.0,8.0,7.0,3.0,1.0,7.0,4.0,8.0,3.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0,,,,,,,,,,,,
274,Solly Kollas,Completed Training,Engineering 18,Macey Broughton,4,4,6,1,3,3,3.0,4.0,3.0,3.0,4.0,1.0,5.0,4.0,2.0,3.0,7.0,5.0,6.0,7.0,4.0,3.0,8.0,5.0,5.0,6.0,5.0,3.0,5.0,6.0,3.0,5.0,8.0,2.0,4.0,6.0,8.0,8.0,8.0,7.0,8.0,3.0,8.0,8.0,8.0,4.0,7.0,8.0,,,,,,,,,,,,
275,Barbabas Huygens,Completed Training,Engineering 18,Macey Broughton,2,5,5,3,3,7,4.0,2.0,2.0,1.0,6.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,8.0,6.0,7.0,3.0,7.0,6.0,5.0,7.0,5.0,4.0,6.0,3.0,7.0,2.0,7.0,6.0,3.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,,,,,,,,,,,,
276,Liuka Drissell,Completed Training,Engineering 18,Macey Broughton,3,3,4,1,3,1,8.0,3.0,5.0,2.0,4.0,3.0,5.0,2.0,1.0,3.0,7.0,4.0,3.0,3.0,7.0,8.0,8.0,2.0,4.0,5.0,5.0,8.0,4.0,7.0,7.0,7.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,5.0,8.0,8.0,7.0,6.0,,,,,,,,,,,,
277,Vikki Godsal,Completed Training,Engineering 18,Macey Broughton,3,4,2,1,2,3,4.0,5.0,5.0,2.0,4.0,2.0,3.0,2.0,3.0,2.0,4.0,7.0,5.0,8.0,8.0,3.0,5.0,5.0,5.0,4.0,3.0,4.0,8.0,4.0,4.0,4.0,8.0,5.0,6.0,5.0,6.0,8.0,8.0,8.0,8.0,6.0,7.0,8.0,6.0,8.0,8.0,6.0,,,,,,,,,,,,
278,Ealasaid Badcock,Completed Training,Engineering 18,Macey Broughton,5,4,4,3,1,3,2.0,6.0,1.0,5.0,3.0,3.0,6.0,3.0,6.0,2.0,3.0,4.0,5.0,6.0,5.0,4.0,8.0,5.0,5.0,8.0,6.0,8.0,3.0,7.0,8.0,5.0,3.0,2.0,6.0,7.0,6.0,8.0,8.0,8.0,7.0,5.0,8.0,8.0,7.0,8.0,8.0,6.0,,,,,,,,,,,,
279,Gal Wallwood,Completed Training,Engineering 18,Macey Broughton,4,4,2,4,6,3,2.0,3.0,2.0,4.0,3.0,8.0,1.0,5.0,3.0,4.0,2.0,4.0,3.0,8.0,2.0,7.0,5.0,6.0,2.0,3.0,7.0,6.0,4.0,6.0,6.0,7.0,3.0,4.0,2.0,8.0,7.0,8.0,7.0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,,,,,,,,,,,,
280,Lotte Witherop,Completed Training,Engineering 18,Macey Broughton,3,3,6,2,4,2,2.0,1.0,2.0,3.0,2.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0,6.0,7.0,6.0,3.0,5.0,4.0,7.0,6.0,7.0,5.0,8.0,3.0,6.0,8.0,6.0,8.0,4.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
281,Bella Tarbox,Completed Training,Engineering 18,Macey Broughton,2,2,2,1,3,4,1.0,3.0,2.0,1.0,3.0,3.0,3.0,6.0,1.0,2.0,3.0,1.0,5.0,3.0,8.0,7.0,5.0,2.0,6.0,4.0,7.0,7.0,7.0,3.0,5.0,2.0,6.0,4.0,6.0,2.0,6.0,8.0,8.0,8.0,8.0,7.0,3.0,8.0,8.0,8.0,6.0,8.0,,,,,,,,,,,,
282,Gabby Neilson,Completed Training,Engineering 18,Macey Broughton,3,2,1,5,2,1,5.0,1.0,1.0,2.0,6.0,3.0,2.0,5.0,3.0,2.0,2.0,5.0,8.0,5.0,8.0,6.0,8.0,4.0,8.0,6.0,4.0,4.0,6.0,3.0,3.0,7.0,6.0,5.0,2.0,5.0,7.0,8.0,8.0,8.0,5.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,
283,Zitella Hembery,Discontinued From Course,Engineering 18,Macey Broughton,2,3,3,4,4,4,4.0,1.0,5.0,4.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Danielle Absolom,Completed Training,Engineering 19,Igor Coates,3,3,2,1,3,2,2.0,2.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,2.0,1.0,3.0,4.0,7.0,6.0,4.0,8.0,5.0,4.0,6.0,8.0,5.0,8.0,4.0,6.0,3.0,5.0,6.0,8.0,4.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,5.0,8.0,8.0,4.0,6.0,8.0,8.0,7.0,6.0,8.0,8.0
285,Hughie Yeliashev,Completed Training,Engineering 19,Igor Coates,4,4,1,2,1,4,3.0,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,5.0,2.0,6.0,8.0,6.0,2.0,3.0,6.0,4.0,6.0,7.0,6.0,4.0,5.0,5.0,7.0,5.0,7.0,4.0,5.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,3.0,5.0,6.0,8.0,6.0,7.0,8.0,8.0,4.0,8.0,8.0,8.0
286,Sher Biesinger,Completed Training,Engineering 19,Igor Coates,3,1,5,4,3,1,3.0,1.0,3.0,2.0,2.0,3.0,5.0,2.0,4.0,6.0,1.0,1.0,8.0,8.0,2.0,8.0,5.0,8.0,4.0,2.0,4.0,3.0,8.0,5.0,8.0,6.0,3.0,4.0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,6.0,8.0,6.0,8.0,8.0
287,Pepe Bendig,Completed Training,Engineering 19,Igor Coates,4,4,2,3,3,3,4.0,1.0,4.0,2.0,3.0,2.0,3.0,1.0,5.0,1.0,2.0,6.0,7.0,5.0,3.0,5.0,8.0,4.0,8.0,8.0,7.0,4.0,2.0,7.0,6.0,5.0,6.0,7.0,5.0,4.0,8.0,4.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0
288,Neal Ginglell,Completed Training,Engineering 19,Igor Coates,3,4,2,2,7,4,1.0,2.0,5.0,3.0,5.0,2.0,5.0,4.0,8.0,6.0,2.0,3.0,2.0,7.0,8.0,8.0,7.0,7.0,3.0,4.0,2.0,8.0,4.0,8.0,3.0,5.0,6.0,8.0,3.0,5.0,8.0,5.0,6.0,6.0,7.0,7.0,7.0,8.0,4.0,8.0,7.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0
289,Rozamond Wilton,Completed Training,Engineering 19,Igor Coates,3,2,2,1,2,5,1.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,6.0,1.0,5.0,3.0,2.0,1.0,8.0,8.0,3.0,5.0,1.0,8.0,6.0,8.0,6.0,4.0,3.0,4.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,4.0,7.0,8.0,6.0,8.0,7.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0
290,Glenn Coaker,Completed Training,Engineering 19,Igor Coates,6,4,1,2,4,2,2.0,4.0,3.0,3.0,7.0,3.0,3.0,4.0,4.0,2.0,5.0,4.0,7.0,7.0,2.0,5.0,5.0,7.0,6.0,8.0,8.0,8.0,6.0,2.0,6.0,5.0,6.0,7.0,5.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,5.0,8.0,6.0,8.0,7.0,7.0,6.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,7.0
